posicao_ranking,Artista,Musica,Observacao,prob_aparecer,prob_posicao_exata,posicao_prevista,forca_musica,dropout_score,streak_anos
489,The Rolling Stones,Wild Horses,,0.30424421466046986,0.06948540128243491,275.0957061158047,0.5,0.0,1
490,Queen,Bicycle Race,,0.30104639267656963,0.06875506054603317,272.20687099185824,0.44,0.24,0
491,The Doors,"Hello, I Love You",,0.32951584004202966,0.07525711014683098,301.1305336234098,0.43000000000000005,0.13599999999999998,0
492,Creedence Clearwater Revival,Molina,,0.3392963645951633,0.07749085409521016,313.46242063129864,0.48,0.0,1
493,Mr. Big,To Be with You,,0.3186493433622679,0.07277534436150578,292.8166938367802,0.6200000000000001,0.0,2
494,Duran Duran,Ordinary World,,0.35460336617617605,0.08098677314982392,329.62104483864545,0.5,0.0,1
495,Pink Floyd,Learning to Fly,,0.27253816192772595,0.062244153327480796,248.64347371662552,0.51,0.10400000000000001,0
496,The Kinks,All Day and All of the Night,,0.32535549893847604,0.07430694262639073,301.6191189697037,0.5,0.0,1
497,The Jimi Hendrix Experience,Fire,,0.26469769960369793,0.060453494230041975,243.2935785877689,0.45999999999999996,0.22400000000000003,0
498,Bauhaus,Ziggy Stardust,,0.3029784578487005,0.069196318973705,282.3605072157397,0.49,0.11200000000000002,0
499,Dishwalla,Charlie Brown’s Parents,,0.32357973558864334,0.0739013814916179,303.27358372812995,0.31,0.18400000000000002,0
500,Goo Goo Dolls,Iris,,0.3193836156106671,0.0729430425439922,299.6655221840918,0.47000000000000003,0.12,0
501,UFO,Love Lost Love,,0.3519401986826057,0.0803785405095432,333.23602716894993,0.48,0.0,1
502,Rory Gallagher,Shadow Play,,0.3336513386550255,0.07620160396719057,315.94496320510996,0.43000000000000005,0.13599999999999998,0
503,Volbeat,Heaven Nor Hell,,0.2857693166082363,0.06526597608730296,268.1131288853014,0.38,0.0,1
504,Kings of Leon,Use Somebody,,0.31698054973118395,0.0723942137120936,299.4716251384763,0.51,0.10400000000000001,0
505,Eric Clapton,Forever Man,,0.2694826621963324,0.061546317132990816,252.17484412969878,0.41000000000000003,0.36,0
506,Queen,Killer Queen,,0.32659588766032177,0.07459023119501591,309.7627607329457,0.42000000000000004,0.0,1
507,Bob Seger & the Silver Bullet Band,Hollywood Nights,,0.36040930760763246,0.08231277427243287,344.00523561037073,0.31,0.18400000000000002,0
508,Led Zeppelin,Good Times Bad Times,,0.24907562408967296,0.056885616408049774,233.13944994755974,0.46,0.352,0
509,U2,Vertigo,,0.2874126684319527,0.0656412961605099,273.0948323991335,0.5800000000000001,0.0,1
510,The Smiths,There Is a Light That Never Goes Out,,0.24657756852623655,0.05631509317412433,232.86169247458278,0.43000000000000005,0.13599999999999998,0
511,The Mission,Severina,,0.2910246591910296,0.06646622763078615,277.3642795547068,0.43000000000000005,0.13599999999999998,0
512,The Sisters of Mercy,Walk Away,,0.3180392818743508,0.07263601429292194,304.44519190859876,0.45999999999999996,0.0,1
513,Black Sabbath,Children of the Grave,,0.27005794272058586,0.061677703684161006,256.47722328081124,0.44,0.24,0
514,Bon Jovi,Born to Be My Baby,,0.29870088908404907,0.06821937818797236,286.09942907635747,0.39,0.15200000000000002,0
515,The Jimi Hendrix Experience,Crosstown Traffic,,0.28390011443753055,0.06483907474735658,271.31433996769096,0.5800000000000001,0.0,1
516,Genesis,I Can't Dance,,0.287014781812185,0.06555042405807625,274.8600417709323,0.43,0.336,0
517,Radiohead,High and Dry,,0.35935482697682647,0.08207194468144828,347.51696098191576,0.4,0.0,1
518,Motörhead,Hellraiser,,0.3259462175472303,0.07444185503424078,314.34563210225235,0.39,0.15200000000000002,0
519,Eric Clapton,Tears in Heaven,,0.2784084967790897,0.06358486106538958,268.26987284733576,0.37,0.16000000000000003,0
520,Supertramp,Dreamer,,0.29479621932672967,0.06732760266065292,284.89726867602855,0.44,0.24,0
521,Bob Dylan,Blowin' in the Wind,,0.3105133102560513,0.0709171807613744,301.3648671200514,0.43000000000000005,0.13599999999999998,0
522,Genesis,The Carpet Crawlers,,0.28865948876062836,0.06592605362405544,279.7191312173205,0.45999999999999996,0.22400000000000003,0
523,The Clash,I Fought the Law,,0.29873472315662764,0.06822710544784076,290.083885870815,0.44000000000000006,0.0,1
524,Alanis Morissette,Guardian,,0.35896435829759804,0.08198276673966001,350.640165069588,0.4,0.0,1
525,Bon Jovi,Let It Rock,,0.3443690219844232,0.07864938272871068,338.14623603023813,0.4,0.0,1
526,The Black Keys,Lonely Boy,,0.2451158119680515,0.055981247085592885,239.0661276766168,0.35000000000000003,0.168,0
527,Skid Row,In a Darkened Room,,0.29494482270059025,0.06736154172856962,289.21414224991634,0.49,0.11200000000000002,0
528,The Beatles,She Loves You,,0.22022277099969445,0.05029600195198634,215.30157411246338,0.44,0.24,0
529,Living Colour,Type,,0.28944937054231007,0.06610645229696725,285.0181209060004,0.35000000000000003,0.168,0
530,Free,All Right Now,,0.3095617522491694,0.07069985735219968,305.749653171107,0.49,0.11200000000000002,0
531,Aerosmith,Hole in My Soul,,0.28147685470167216,0.0642856339026536,278.23093687170996,0.45999999999999996,0.22400000000000003,0
532,Slash featuring Myles Kennedy and The Conspirators,Starlight,,0.2919024419423277,0.06666670173604008,289.0428235337955,0.29000000000000004,0.1,0
533,Van Halen,When It's Love,,0.277865333864198,0.06346080975632819,275.9155127494643,0.45999999999999996,0.22400000000000003,0
534,Van Halen,Why Can't This Be Love,,0.27777552442050346,0.0634402984534558,275.9201191831542,0.45999999999999996,0.22400000000000003,0
535,Kings of Leon,Molly's Chambers,,0.2874887729014789,0.0656586774264456,286.79657156786953,0.31,0.18400000000000002,0
536,Kiss,Deuce,,0.25653379189487824,0.05858896443507721,256.2913608869057,0.45999999999999996,0.22400000000000003,0
537,David Coverdale,The Last Note of Freedom,,0.28568620750219714,0.06524699505395841,285.8344670117503,0.44,0.24,0
538,Madness,Our House,,0.2712058909751318,0.061939880058517416,271.3878085473208,0.38,0.0,1
539,Ghost,Dance Macabre,,0.2842421545225704,0.06491719223133305,287.31175655296136,0.35000000000000003,0.168,0
540,AC/DC,For Those About to Rock (We Salute You),,0.2016132632139962,0.046045833653467,204.76830094734567,0.39,0.52,0
541,Franz Ferdinand,Walk Away,,0.300409960869248,0.06860970784123317,303.92393116451655,0.32,0.336,0
542,T. Rex,Get It On,,0.2779682359811791,0.06348431125462034,281.48989144151875,0.66,0.0,3
543,Faith No More,A Small Victory,,0.2688988912656197,0.06141299148397935,273.6352076683006,0.38,0.0,1
544,INXS,Suicide Blonde,,0.27118056461962703,0.06193409585000836,277.42617532251796,0.39,0.15200000000000002,0
545,Queen,I Want to Break Free,,0.21623806381756994,0.04938594692316052,222.72341400094618,0.44999999999999996,0.312,0
546,Johnny Cash,Hurt,,0.2919024419423277,0.06666670173604008,298.9443167211081,0.29000000000000004,0.1,0
547,Ozzy Osbourne,I Just Want You,,0.24167620644871765,0.055195686150503576,248.82954671211684,0.38,0.288,0
548,Green Day,Holiday,,0.300507124754963,0.06863189880251934,307.6807900190464,0.4,0.0,1
549,The Bangles,Walk Like an Egyptian,,0.3008484696622837,0.06870985751699271,308.1819160590379,0.5,0.0,1
550,David Bowie,Blue Jean,,0.3232297530183145,0.07382145004783254,331.2269417058459,0.48,0.0,1
551,Tina Turner,The Best,,0.31017117388045323,0.07083904128589325,318.31074692646786,0.42,0.0,2
552,Three Dog Night,Joy to the World,,0.3022767262487399,0.06903605264992219,310.7798306161914,0.5,0.0,1
553,Tonic,If You Could Only See,,0.2919024419423277,0.06666670173604008,300.5411220389743,0.29000000000000004,0.1,0
554,Van Halen,Don't Tell Me (What Love Can Do),,0.26935486910600537,0.06151713086178298,278.01689699468767,0.42000000000000004,0.0,1
555,Pearl Jam,Yellow Ledbetter,,0.29738738700882544,0.06791939148523725,306.3431921451768,0.4,0.0,1
556,The Clash,Police on My Back,,0.32822756137422565,0.07496288414060812,337.43111959318855,0.48,0.0,1
557,Eurythmics,Sweet Dreams (Are Made of This),,0.2697532212687081,0.061608109288137,279.5326240974667,0.49,0.11200000000000002,0
558,Ozzy Osbourne,Shot in the Dark,,0.23298926969705372,0.05321170335964551,243.09912110424142,0.48,0.20800000000000002,0
559,Santana,Winning,,0.2693784838928668,0.06152252417038902,279.81779536724224,0.45,0.128,0
560,Lenny Kravitz,Again,,0.2667305617665571,0.06091777337268987,277.2254702182057,0.28,0.6400000000000001,0
561,Ozzy Osbourne,Bark at the Moon,,0.2624726041399872,0.05994531151452112,273.96787536465575,0.43,0.336,0
562,Pearl Jam,Once,,0.30847366535686926,0.07045135253042022,320.2827115822304,0.4,0.0,1
563,Rod Stewart,Da Ya Think I'm Sexy?,,0.27041218660452554,0.06175860835626748,282.54170317959523,0.45999999999999996,0.22400000000000003,0
564,The Jimi Hendrix Experience,Voodoo Child (Slight Return),,0.29308313426078886,0.06693635642653575,305.4321273258596,0.35000000000000003,0.168,0
565,The Offspring,The Kids Aren't Alright,,0.29552560922961896,0.06749418577925118,308.0868307494785,0.48,0.0,1
566,The Beatles,While My Guitar Gently Weeps,,0.23135926873481544,0.05283943244866605,245.58999329724426,0.52,0.0,1
567,Rush,Bravado,,0.27218156475902894,0.06216271119589994,286.7069089318743,0.35000000000000003,0.168,0
568,Tears for Fears,Head over Heels,,0.3031540668583655,0.06923642577579818,318.90344869194337,0.4,0.0,1
569,David Bowie,Rebel Rebel,,0.2734814607268957,0.062459590441585645,289.4008225455915,0.5800000000000001,0.0,1
570,The B-52's,Private Idaho,,0.2435662005491808,0.05562733609539628,259.69590568108424,0.45,0.128,0
571,Alice Cooper,Hey Stoopid,,0.27938664583180584,0.06380825752181148,297.39830717140006,0.43,0.336,0
572,The Police,Walking on the Moon,,0.3027424483745371,0.06914241749512799,321.32137016176347,0.42000000000000004,0.0,1
573,Chubby Checker,Let's Twist Again,,0.2704453310175185,0.06176617810690236,289.44028027273475,0.45999999999999996,0.0,1
574,AC/DC,Moneytalks,,0.1813531873037908,0.0414186971729779,201.01111035380538,0.64,0.0,1
575,The Offspring,Original Prankster,,0.28380156199392,0.06481656665759952,303.9440697847313,0.38,0.0,1
576,Blind Melon,No Rain,,0.29902503585241963,0.0682934090723386,319.29690382188437,0.44000000000000006,0.0,1
577,The Beatles,Back in the U.S.S.R.,,0.27410487270227446,0.06260196958697649,295.7118687309705,0.52,0.0,1
578,Bon Jovi,Keep the Faith,,0.2656648521030775,0.06067437921743836,287.9210765623031,0.38,0.288,0
579,The Cure,Pictures of You,,0.2960659489842071,0.06761759231540605,319.20074917527586,0.4,0.0,1
580,Guns N' Roses,Don't Cry,,0.20887301539231004,0.04770386614517476,234.60268590079315,0.33999999999999997,0.5439999999999999,0
581,Led Zeppelin,Since I've Been Loving You,,0.26272324385870655,0.06000255434969538,288.62985875040454,0.35,0.432,0
582,The Beatles,Penny Lane,,0.2684656880293252,0.061314053528020634,294.4231646210921,0.5,0.0,1
583,Blink-182,Darkside,,0.3318303219836516,0.07578570756536866,358.65428327068713,0.4,0.0,1
584,Fleetwood Mac,Dreams,,0.24028899098950737,0.054878864274511635,267.51854627619764,0.74,0.0,5
585,Katrina and the Waves,Walking on Sunshine,,0.2951226656909396,0.06740215874264657,322.56262624033945,0.5,0.0,1
586,Bon Jovi,I'll Be There for You,,0.2866257063285185,0.06546156430394126,314.82535768988106,0.42000000000000004,0.0,1
587,Pink Floyd,Summer '68,,0.2633748587861647,0.06015137468064755,291.63845140869273,0.31,0.6799999999999999,0
588,Journey,Separate Ways (Worlds Apart),,0.2498892135662654,0.05707142960855148,278.40729835038223,0.38,0.48,0
589,The Rolling Stones,Don't Stop,,0.264927041746749,0.06050587297735411,295.38162944102464,0.4,0.27199999999999996,0
590,The Beatles,Day Tripper,,0.22779238860388143,0.05202480365613212,259.16832936046234,0.45999999999999996,0.22400000000000003,0
591,David Bowie,The Jean Genie,,0.26644179825940306,0.06085182356262459,298.0386975468358,0.37,0.408,0
592,The Beatles,Eleanor Rigby,,0.2360500309398219,0.053910741214550376,267.93701890879873,0.5,0.0,1
593,Rancid,Time Bomb,,0.28760795581422544,0.06568589724565382,319.5349595527153,0.35000000000000003,0.168,0
594,Red Hot Chili Peppers,Dani California,,0.259341864510619,0.05923029151093539,291.5747879350617,0.43,0.336,0
595,Iron Maiden,Aces High,,0.21600979856115404,0.04933381412267786,248.49235684246727,0.41000000000000003,0.144,0
596,Led Zeppelin,Dancing Days,,0.2648623366007999,0.060491095167901486,297.7089513988605,0.44,0.24,0
597,The The,This Is the Day,,0.2854121399887258,0.06518440161673139,318.48493710001674,0.41000000000000003,0.144,0
598,Foo Fighters,Learn to Fly,,0.2750128686822233,0.06280934399868057,308.5657966361488,0.5800000000000001,0.0,1
599,The Police,Synchronicity II,,0.3079639845041052,0.07033494808664204,342.75734229874894,0.42000000000000004,0.0,1
600,Scorpions,Big City Nights,,0.21882885849938277,0.04997765055935641,254.87814748918976,0.48,0.20800000000000002,0
601,Titãs,Lugar Nenhum,,0.17157296143231882,0.039185021439585625,207.62988558352401,0.29000000000000004,0.1,0
602,The Struts,Body Talks,,0.2927740907151158,0.06686577492079109,328.9517180276991,0.33,0.17600000000000002,0
603,Judas Priest,Living After Midnight,,0.2469137921775786,0.05639188226068172,283.8754376846692,0.37,0.408,0
604,Alice in Chains,Your Decision,,0.27440073199486853,0.06266953998167399,311.5573952795791,0.38,0.0,1
605,Audioslave,Show Me How to Live,,0.2263920616392769,0.05170498728371318,263.7670667923806,0.19,0.92,0
606,UFO,Doctor Doctor,,0.2501485700070174,0.057130663229085395,287.84363949537516,0.39,0.15200000000000002,0
607,Supertramp,Give a Little Bit,,0.25202317818422987,0.057558799230245865,289.72930141192626,0.39,0.15200000000000002,0
608,Pink Floyd,Mother,,0.16627729397751667,0.037975560222497554,204.14486020704265,0.36,0.52,0
609,Yes,Love Will Find a Way,,0.2154042543954223,0.04919551575142678,253.94434823561187,0.45,0.128,0
610,3 Doors Down,Here Without You,,0.2748616478267849,0.0627748071321895,314.4940970930312,0.42000000000000004,0.0,1
611,Accept,Balls to the Wall,,0.2072355303889729,0.047329885977046245,247.0631511039062,0.31,0.18400000000000002,0
612,INXS,New Sensation,,0.2392254123912651,0.05463595682670117,279.2737239952655,0.5800000000000001,0.0,1
613,Bon Jovi,Runaway,,0.22927383693401573,0.052363147087948744,269.4067352555571,0.42,0.256,0
614,The Smashing Pumpkins,"Tonight, Tonight",,0.25247701374178344,0.05766244933865644,293.2373340159082,0.45,0.128,0
615,Metallica,Fuel,,0.24000135634464767,0.054813172281836894,281.78093321809234,0.33999999999999997,0.32000000000000006,0
616,Soundgarden,The Day I Tried to Live,,0.30097986462332316,0.06873986640838448,343.2320006406842,0.4,0.0,1
617,Led Zeppelin,The Song Remains the Same,,0.22738795485632413,0.05193243627530109,269.937029602419,0.36,0.512,0
618,Spin Doctors,Two Princes,,0.28503773324489423,0.06509889201101211,327.6023050743892,0.45999999999999996,0.0,1
619,Gary Moore,Still Got the Blues,,0.23574424546667444,0.05384090380997819,278.9087647221237,0.37,0.56,0
620,Legião Urbana,Que País É Este,,0.18190118861927518,0.04154385350948287,226.23198362273968,0.29000000000000004,0.1,0
621,Free,Wishing Well,,0.23628556651417348,0.0539645344606056,281.1556450355117,0.4,0.27199999999999996,0
622,Wings,Live and Let Die,,0.25842216259151807,0.05902024361575923,303.9740537659077,0.4,0.27199999999999996,0
623,Creedence Clearwater Revival,Born on the Bayou,,0.18200886114289505,0.04156844450628841,228.42706760647204,0.38,0.288,0
624,Guns N' Roses,Civil War,,0.2338001787038054,0.053396904375877026,280.971358244945,0.4,0.44800000000000006,0
625,The Police,Synchronicity I,,0.21764893779779562,0.04970817209606753,265.0543512770599,0.31,0.18400000000000002,0
626,Pink Floyd,Run Like Hell,,0.18349629484677968,0.04190815491922357,231.26390872041677,0.32,0.336,0
627,Gang Gajang,Gimme Some Lovin',,0.2829504771869439,0.06462219001380988,331.58983124521416,0.38,0.0,1
628,Disturbed,The Sound of Silence,,0.24154958768204945,0.05516676807946763,290.2075290953272,0.37,0.16000000000000003,0
629,Bon Jovi,In These Arms,,0.23736029138907136,0.05420998757229035,286.4820680976334,0.38,0.288,0
630,Patti Smith Group,Because the Night,,0.2603504714287048,0.05946064414563591,310.4376593247136,0.45999999999999996,0.0,1
631,Aerosmith,Livin' on the Edge,,0.17001721170980644,0.03882970854108254,220.1088638125646,0.48,0.20800000000000002,0
632,Rush,Subdivisions,,0.2113418788038281,0.04826772227322735,261.45701924921974,0.41000000000000003,0.48,0
633,Måneskin,Beggin',,0.22829132281198566,0.05213875370675953,278.4345602243949,0.31,0.18400000000000002,0
634,Red Hot Chili Peppers,Snow (Hey Oh),,0.23224083103192308,0.05304076975277338,283.72420368726534,0.42000000000000004,0.0,1
635,Whitesnake,Still of the Night,,0.23462271772678672,0.05358476153577768,286.4163484523195,0.35000000000000003,0.168,0
636,Faith No More,Falling to Pieces,,0.22651686199812485,0.0517334900541748,278.7548128636348,0.42,0.256,0
637,The Offspring,Pretty Fly (for a White Guy),,0.27145410793758834,0.061996569567833636,323.83598118077265,0.42000000000000004,0.0,1
638,Faith No More,Edge Of The World,,0.21130300206929095,0.04825884333528968,263.91397700868004,0.35000000000000003,0.168,0
639,Electric Light Orchestra,Last Train to London,,0.2641839291175472,0.06033615576746152,317.06990608060875,0.39,0.15200000000000002,0
640,The Clash,Train in Vain,,0.31691065176587185,0.07237824993058355,369.8273255191031,0.48,0.0,1
641,Def Leppard,Animal,,0.2072023840368891,0.047322315783548355,260.5335891439207,0.36,0.30400000000000005,0
642,Florence + the Machine,Dog Days Are Over,,0.29465743862182053,0.06729590696191423,348.0498031750745,0.29000000000000004,0.1,0
643,The Cramps,Goo Goo Muck,,0.29465743862182053,0.06729590696191423,348.2753359873444,0.29000000000000004,0.1,0
644,Billy Idol,Mony Mony,,0.2513386476041197,0.05740246139453013,305.18464347029743,0.39,0.384,0
645,Megadeth,Symphony of Destruction,,0.23223343020184262,0.05303907949993312,286.8892755958136,0.41000000000000003,0.144,0
646,Faith No More,Easy,,0.24827149751038546,0.05670196440958525,303.487417945085,0.4,0.44800000000000006,0
647,The Sisters of Mercy,Lucretia My Reflection,,0.19942852837864855,0.045546868777834905,255.07069857943281,0.33,0.17600000000000002,0
648,Gene Loves Jezebel,Desire,,0.24072274246597705,0.05497792744135929,296.9470892397005,0.39,0.15200000000000002,0
649,Lynyrd Skynyrd,Preacher Man,,0.2240631139540173,0.051173086078437485,281.4388824166288,0.42,0.256,0
650,Eric Clapton,Layla,,0.19697278652838507,0.04498600944283636,254.42756215536974,0.33,0.17600000000000002,0
651,U2,Where the Streets Have No Name,,0.22730900452855857,0.05191440505254707,284.9739672244654,0.36,0.512,0
652,Smash Mouth,All Star,,0.24392975120942198,0.05571036631354371,302.7791890270302,0.42,0.0,2
653,Pink Floyd,High Hopes,,0.2323222733068475,0.053059370103681586,292.2701047466776,0.42,0.41600000000000004,0
654,Van Halen,Not Enough,,0.25956208347290505,0.05928058664302696,319.78425028587657,0.35000000000000003,0.168,0
655,Peter Frampton,"Baby, I Love Your Way",,0.2432646170544595,0.055558458367764706,304.44551501124783,0.4,0.27199999999999996,0
656,The Cure,Why Can't I Be You?,,0.25789360822842683,0.05889952870895332,319.6706061079935,0.42000000000000004,0.0,1
657,INXS,By My Side,,0.25049781272259863,0.057210425699718445,312.9491330073196,0.33999999999999997,0.5439999999999999,0
658,Left Side,Mamma mia,,0.25799036805257,0.05892162738785871,320.6666884790743,0.42000000000000004,0.0,1
659,L7,Pretend We're Dead,,0.25332978115710725,0.05785721026819617,316.2304242678079,0.35000000000000003,0.168,0
660,The Sweet,The Ballroom Blitz,,0.25226284575251445,0.05761353616969835,315.44916376734903,0.58,0.0,3
661,Joan Osborne,One of Us,,0.2429720954091268,0.05549165024806907,306.52765955206263,0.29000000000000004,0.1,0
662,The Police,Spirits in the Material World,,0.20950645325114614,0.04784853507128017,273.2955454107978,0.36,0.30400000000000005,0
663,Kiss,God Gave Rock 'N' Roll to You II,,0.19836787424401772,0.04530462923928215,264.0059453441018,0.45999999999999996,0.22400000000000003,0
664,Ghost,If You Have Ghosts,,0.22725028682971132,0.05190099469773938,293.2580936636284,0.32,0.336,0
665,Dick Dale,Misirlou,,0.2463156691049796,0.056255278770087146,312.4561839738915,0.43000000000000005,0.13599999999999998,0
666,AC/DC,It's a Long Way to the Top (If You Wanna Wanna Rock 'N' Roll),,0.20904594211535668,0.047743360348069495,275.2800837575154,0.32,0.576,0
667,The Monkees,I'm a Believer,,0.23504234872617635,0.05368059977025546,301.6768670304016,0.51,0.10400000000000001,0
668,Jimi Hendrix,Hey Joe,,0.1291631154081471,0.02949916702620101,195.96009062997157,0.26,0.48,0
669,Pink Floyd,Shine On You Crazy Diamond,,0.22186528386920537,0.050671130419020285,288.99922644449896,0.29000000000000004,0.72,0
670,Stevie Ray Vaughan & Double Trouble,Pride and Joy,,0.24227531401867902,0.05533251448742551,309.780306698629,0.41000000000000003,0.144,0
671,The Waterboys,The Whole of the Moon,,0.23575381149276806,0.053843088565282526,303.5402731740146,0.35000000000000003,0.168,0
672,Eagles,Take It Easy,,0.22414751017264684,0.05119236107147141,292.8141876729546,0.35000000000000003,0.168,0
673,Supertramp,Goodbye Stranger,,0.23172370403066184,0.05292266470602098,300.46771829710167,0.42,0.256,0
674,ZZ Top,La Grange,,0.21982369926632347,0.05020485918509854,288.97223505525915,0.38,0.288,0
675,The Rolling Stones,She's So Cold,,0.18956188282254977,0.04329345591822744,259.52561146378156,0.3,0.35200000000000004,0
676,The Cult,Rain,,0.20985022756114194,0.04792704862956527,280.93644250859023,0.37,0.56,0
677,Whitesnake,The Deeper the Love,,0.24572115779515466,0.056119500158894046,317.4863374598502,0.37,0.408,0
678,Scorpions,Send Me an Angel,,0.25914681836414255,0.05918574552089369,331.13950059698226,0.31,0.18400000000000002,0
679,The Sweet,Love Is Like Oxygen,,0.23826954720633614,0.05441764971436769,311.40181930471346,0.35,0.432,0
680,Ramones,Rock ’n’ Roll High School,,0.24157346479386718,0.05517222129966435,314.78561970640607,0.45,0.128,0
681,The Jesus and Mary Chain,Head On,,0.23576498092225157,0.053845639516960024,309.34782346149206,0.38,0.0,1
682,Aerosmith,Falling in Love (Is Hard on the Knees),,0.20903892484626763,0.04774175769554543,282.7233299506416,0.36,0.30400000000000005,0
683,Led Zeppelin,Tangerine,,0.20058212745932244,0.04581033572700641,275.3386163528051,0.42,0.256,0
684,Imagine Dragons,Believer,,0.24997154321580795,0.05709023262422194,324.761041721357,0.42,0.0,2
685,"Crosby, Stills & Nash",Ohio,,0.22554986163672003,0.051512639813102966,300.3457871012839,0.39,0.15200000000000002,0
686,Motörhead,Louie Louie,,0.20762183566360776,0.047418113051653,282.65054804021577,0.4,0.27199999999999996,0
687,Los Lobos,La Bamba,,0.25691901749201024,0.05867694492545681,332.3381959563092,0.38,0.0,1
688,Rainbow,Man on the Silver Mountain,,0.22280453477232445,0.0508856430465848,298.28899958144007,0.42,0.256,0
689,Bad Company,Feel Like Makin' Love,,0.218171728889269,0.04982757074697844,293.93218187763034,0.27,0.64,0
690,Elton John,Rocket Man,,0.16824613680700262,0.03842521818631964,245.107349587665,0.35000000000000003,0.168,0
691,ZZ Top,Legs,,0.15886398182242373,0.03628245663956354,235.73473291378406,0.42,0.256,0
692,Blur,Song 2,,0.21562419874209696,0.049245748164902736,292.8637034590054,0.35000000000000003,0.168,0
693,INXS,Never Tear Us Apart,,0.2315085500607212,0.05287352635196709,309.1053324632849,0.5800000000000001,0.0,1
694,RPM,Louras Geladas,,0.103139017648481,0.023555603307621405,180.84633112476826,0.29000000000000004,0.1,0
695,Blue Öyster Cult,Joan Crawford,,0.222910926993805,0.05090994163911894,300.7203078815449,0.36,0.30400000000000005,0
696,John Lennon,Stand by Me,,0.22807260547170055,0.05208880152550244,305.93911897572576,0.35000000000000003,0.168,0
697,Robert Plant,I Believe,,0.16203145001802408,0.03700586496752882,240.22710816615773,0.24,0.7040000000000001,0
698,Stone Temple Pilots,Interstate Love Song,,0.26253961952204286,0.059960616951699054,340.8730933863932,0.38,0.0,1
699,Dead Kennedys,California Über Alles,,0.2111521438872015,0.04822438929865032,290.29983462553173,0.33,0.17600000000000002,0
700,Oasis,Little by Little,,0.22870902448136718,0.052234151307485335,307.90220967647724,0.38,0.0,1
701,Prince and the Revolution,Let's Go Crazy,,0.29465743862182053,0.06729590696191423,374.6339073064821,0.29000000000000004,0.1,0
702,Bruce Springsteen,Because the Night,,0.23674464141933296,0.05406938116751603,316.93298937042033,0.33,0.17600000000000002,0
703,Led Zeppelin,Misty Mountain Hop,,0.20144493190833523,0.04600738898382784,281.83871525933625,0.35,0.6,0
704,Ten Years After,I'd Love to Change the World,,0.25048530655768386,0.057207569455143416,330.9840461372826,0.41000000000000003,0.144,0
705,Dexys Midnight Runners,Come On Eileen,,0.22510404595978242,0.0514108213405822,305.90877738430044,0.45,0.128,0
706,Aerosmith,Mia,,0.17761183563221974,0.040564221361406784,258.65549525797155,0.32,0.336,0
707,Whitesnake,Too Many Tears,,0.22359758369595115,0.05106676505331317,305.7384402707013,0.37,0.408,0
708,Silverchair,Freak,,0.2428830668067971,0.055471317279156586,325.418833447652,0.33,0.17600000000000002,0
709,The Jimi Hendrix Experience,All Along the Watchtower,,0.17328560243439287,0.039576166255320816,255.896982793014,0.4,0.44800000000000006,0
710,Van Halen,5150,,0.22000201407059483,0.05024558395530731,302.6825741913759,0.22,0.7360000000000001,0
711,David Bowie,Ashes to Ashes,,0.2626550040751995,0.0599869692752324,345.92679086249757,0.4,0.0,1
712,Ugly Kid Joe,Everything About You,,0.21537605409616684,0.04918907517173576,298.663881108621,0.33,0.17600000000000002,0
713,The Who,I Can't Explain,,0.14433510339543423,0.032964250741023424,228.0195862813798,0.48,0.20800000000000002,0
714,The Smiths,How Soon Is Now?,,0.2201808809904015,0.0502864348214866,304.185178987888,0.45,0.128,0
715,Little Richard,Tutti Frutti,,0.19620387194576763,0.04481039940408932,280.31784460681496,0.33,0.17600000000000002,0
716,Ozzy Osbourne,Perry Mason,,0.2212521511308172,0.05053109891697892,305.5515475267337,0.42,0.256,0
717,Pearl Jam,Sirens,,0.1650013049275528,0.03768414100432876,249.31651382780572,0.28,0.6400000000000001,0
718,The Pretenders,Middle of the Road,,0.21238395303962804,0.04850571840577979,297.1227051472542,0.45,0.128,0
719,Soul Asylum,Runaway Train,,0.19868323026095883,0.045376652430942306,283.5976009773087,0.31,0.18400000000000002,0
720,Saxon,Ride Like the Wind,,0.16154463897504437,0.036894683689331256,246.4647609191738,0.33,0.17600000000000002,0
721,Led Zeppelin,Fool in the Rain,,0.21099952616336523,0.04818953340567826,296.9289687160984,0.35,0.432,0
722,Deep Purple,Sometimes I Feel Like Screaming,,0.19525300489379563,0.044593233799983235,282.04737116506845,0.36,0.512,0
723,David Bowie,Absolute Beginners,,0.22476598730782973,0.05133361316387407,311.76446576220485,0.38,0.288,0
724,Joan Jett & the Blackhearts,I Hate Myself for Loving You,,0.24473446488404027,0.05589415239690677,332.8080957635049,0.27,0.76,0
725,Ghost,He Is,,0.23496953087145958,0.05366396912417673,323.1387014948283,0.42000000000000004,0.0,1
726,The Beatles,Get Back,,0.18645297441742192,0.042583421880861366,275.91898182000784,0.41000000000000003,0.36,0
727,"Emerson, Lake & Palmer",From the Beginning,,0.2051350837521856,0.0468501714240764,295.106931325981,0.35,0.432,0
728,The Smashing Pumpkins,Disarm,,0.23153392483211122,0.052879321618031404,322.3818102833995,0.38,0.0,1
729,Morrissey,Suedehead,,0.17035547812630855,0.03890696416849767,261.43865497666906,0.36,0.512,0
730,Titãs,Polícia,,0.12349043291518691,0.028203600503067396,214.92475475085786,0.29000000000000004,0.1,0
