ID_Musica,Artista,Musica,Genero,Pais,prob_aparicao_raw,prob_aparicao,posicao_prevista,posicao_min,posicao_max,num_aparicoes_historicas,melhor_posicao_historica,posicao_media_historica,apareceu_ano_anterior,posicao_ano_anterior,frequencia_aparicao,streak_anos,anos_desde_primeira,aparicao_unica,forca_musica,anos_desde_ultima
Iron Maiden|||The Trooper|||NONE,Iron Maiden,The Trooper,Heavy metal,Reino Unido,0.9121352848424087,0.99,83,1,233,10,1,128.9,1,1.0,0.6666666666666666,5,14,0,8,0
Journey|||Don't Stop Believin'|||NONE,Journey,Don't Stop Believin',Hard rock,Estados Unidos,0.7649118002241617,0.99,176,26,326,25,14,125.88,1,74.0,1.0,5,24,0,8,0
Kings of Leon|||Sex on Fire|||NONE,Kings of Leon,Sex on Fire,Rock alternativo,Estados Unidos,0.767969902407735,0.99,311,161,461,11,116,283.54545454545456,1,116.0,0.7333333333333333,5,14,0,7,0
Led Zeppelin|||Stairway to Heaven|||NONE,Led Zeppelin,Stairway to Heaven,Hard rock,Reino Unido,0.9348746915433188,0.99,20,1,65,25,1,2.8,1,2.0,1.0,5,24,0,8,0
Queen|||Another One Bites the Dust|||NONE,Queen,Another One Bites the Dust,Rock,Reino Unido,0.765097836159593,0.99,198,48,348,18,37,180.77777777777777,1,119.0,0.72,3,24,0,8,0
"Ozzy Osbourne|||Mama, I'm Coming Home|||NONE",Ozzy Osbourne,"Mama, I'm Coming Home",Heavy metal,Reino Unido,0.8334015890247709,0.99,178,29,327,20,76,216.35,1,120.0,0.9090909090909091,1,21,0,6,0
The Cure|||Boys Don't Cry|||NONE,The Cure,Boys Don't Cry,Pós-punk,Reino Unido,0.7487298458324209,0.99,153,3,303,24,33,190.625,1,122.0,0.96,5,24,0,8,0
Pearl Jam|||Black|||NONE,Pearl Jam,Black,Grunge,Estados Unidos,0.9137726638758784,0.99,62,1,151,21,4,66.57142857142857,1,123.0,0.9545454545454546,5,21,0,8,0
The Black Crowes|||Remedy|||NONE,The Black Crowes,Remedy,Hard rock,Estados Unidos,0.7604969091597762,0.99,174,24,324,14,36,214.42857142857142,1,127.0,0.7,3,19,0,8,0
The Cure|||Friday I'm in Love|||NONE,The Cure,Friday I'm in Love,Pós-punk,Reino Unido,0.7907333945266444,0.99,213,70,356,18,83,222.38888888888889,1,128.0,0.8181818181818182,1,21,0,6,0
U2|||Beautiful Day|||NONE,U2,Beautiful Day,Rock,Irlanda,0.7167754866035145,0.99,324,174,474,10,130,377.0,1,130.0,0.7692307692307693,3,12,0,7,0
Ozzy Osbourne|||No More Tears|||NONE,Ozzy Osbourne,No More Tears,Heavy metal,Reino Unido,0.8665602044182498,0.99,139,1,279,21,15,131.66666666666666,1,131.0,0.9130434782608695,5,22,0,8,0
U2|||I Still Haven't Found What I'm Looking For|||NONE,U2,I Still Haven't Found What I'm Looking For,Rock,Irlanda,0.7446593383903779,0.99,171,21,321,14,41,238.35714285714286,1,135.0,0.56,3,24,0,8,0
Elvis Presley|||Blue Suede Shoes|||NONE,Elvis Presley,Blue Suede Shoes,Rock and roll,Estados Unidos,0.6653134708197771,0.99,185,35,335,18,14,212.0,1,140.0,0.75,4,23,0,8,0
The Rolling Stones|||Gimme Shelter|||NONE,The Rolling Stones,Gimme Shelter,Rock,Reino Unido,0.7418538110116295,0.99,171,21,321,19,8,145.26315789473685,1,151.0,0.7916666666666666,5,23,0,8,0
Queen|||Radio Ga Ga|||NONE,Queen,Radio Ga Ga,Rock,Reino Unido,0.7118176909839535,0.99,206,56,356,19,66,217.05263157894737,1,152.0,0.7916666666666666,5,23,0,8,0
Jethro Tull|||Aqualung|||NONE,Jethro Tull,Aqualung,Rock progressivo,Reino Unido,0.7085733652479184,0.99,201,51,351,24,8,85.58333333333333,1,154.0,0.96,4,24,0,8,0
Red Hot Chili Peppers|||Californication|||NONE,Red Hot Chili Peppers,Californication,Rock,Estados Unidos,0.9046258473521633,0.99,129,1,279,13,31,171.30769230769232,1,113.0,0.8125,1,15,0,6,0
Rush|||Time Stand Still|||NONE,Rush,Time Stand Still,Rock progressivo,Canadá,0.7136628061767487,0.99,176,26,326,21,48,213.52380952380952,1,108.0,0.875,2,23,0,8,0
Bon Jovi|||It's My Life|||NONE,Bon Jovi,It's My Life,Rock,Estados Unidos,0.9577099092297372,0.99,142,50,234,12,41,111.25,1,107.0,0.8,5,14,0,8,0
Ramones|||Pet Sematary|||NONE,Ramones,Pet Sematary,Punk rock,Estados Unidos,0.775183104401324,0.99,155,38,272,23,9,94.82608695652173,1,87.0,1.0,5,22,0,8,0
Alice Cooper|||No More Mr. Nice Guy|||NONE,Alice Cooper,No More Mr. Nice Guy,Hard rock,Estados Unidos,0.7480161382548451,0.99,289,139,439,25,30,165.08,1,81.0,1.0,5,24,0,8,0
The Offspring|||Come Out and Play|||NONE,The Offspring,Come Out and Play,Punk rock,Estados Unidos,0.7271049544063745,0.99,265,115,415,6,76,252.83333333333334,1,82.0,0.75,2,7,0,8,0
Lynyrd Skynyrd|||Simple Man|||NONE,Lynyrd Skynyrd,Simple Man,Southern rock,Estados Unidos,0.7537470498827862,0.99,270,120,420,20,13,103.9,1,83.0,1.0,5,19,0,8,0
Kiss|||Rock and Roll All Nite|||NONE,Kiss,Rock and Roll All Nite,Hard rock,Estados Unidos,0.7176789175416988,0.99,144,52,235,24,7,70.0,1,84.0,0.96,2,24,0,8,0
Oasis|||Wonderwall|||NONE,Oasis,Wonderwall,Rock alternativo,Reino Unido,0.8074815740984,0.99,191,41,341,19,57,229.68421052631578,1,85.0,0.8636363636363636,3,21,0,8,0
Genesis|||Mama|||NONE,Genesis,Mama,Rock progressivo,Reino Unido,0.8546592107695341,0.99,230,80,380,25,18,162.68,1,86.0,1.0,5,24,0,8,0
The Doors|||Light My Fire|||NONE,The Doors,Light My Fire,Rock psicodélico,Estados Unidos,0.6876636574963847,0.99,111,48,174,23,6,40.78260869565217,1,88.0,0.92,4,24,0,8,0
Faith No More|||Epic|||NONE,Faith No More,Epic,Metal alternativo,Estados Unidos,0.8390101836830159,0.99,201,51,351,17,56,214.64705882352942,1,101.0,0.8095238095238095,1,20,0,6,0
Dio|||Rainbow in the Dark|||NONE,Dio,Rainbow in the Dark,Heavy metal,Estados Unidos,0.8117854689598935,0.99,168,80,257,23,17,104.26086956521739,1,89.0,0.9583333333333334,5,23,0,8,0
The Animals|||The House of the Rising Sun|||NONE,The Animals,The House of the Rising Sun,Rock psicodélico,Reino Unido,0.7266750873431679,0.99,265,115,415,21,17,144.57142857142858,1,91.0,0.84,4,24,0,8,0
Rage Against the Machine|||Killing in the Name|||NONE,Rage Against the Machine,Killing in the Name,Rap metal,Estados Unidos,0.8682418059454099,0.99,231,81,381,10,92,204.9,1,93.0,0.5263157894736842,5,18,0,8,0
Foo Fighters|||Everlong|||NONE,Foo Fighters,Everlong,Rock,Estados Unidos,0.7830990534542549,0.99,211,61,361,10,83,281.2,1,95.0,0.7142857142857143,5,13,0,8,0
Ramones|||Poison Heart|||NONE,Ramones,Poison Heart,Punk rock,Estados Unidos,0.7862730448812922,0.99,165,15,315,21,21,176.57142857142858,1,96.0,0.9130434782608695,5,22,0,8,0
Queen and David Bowie|||Under Pressure|||NONE,Queen and David Bowie,Under Pressure,Rock,Reino Unido,0.7653997764920237,0.99,190,40,340,22,37,139.5,1,99.0,0.9166666666666666,5,23,0,8,0
Aerosmith|||Crazy|||NONE,Aerosmith,Crazy,Hard rock,Estados Unidos,0.8565763503970595,0.99,216,66,366,17,71,222.35294117647058,1,175.0,0.85,5,19,0,8,0
Stone Temple Pilots|||Plush|||NONE,Stone Temple Pilots,Plush,Grunge,Estados Unidos,0.6885654126397693,0.99,192,48,337,20,63,249.95,1,176.0,0.9090909090909091,5,21,0,8,0
The Bolshoi|||Sunday Morning|||NONE,The Bolshoi,Sunday Morning,Pós-punk,Reino Unido,0.6901892140347118,0.99,275,125,425,19,88,290.6842105263158,1,179.0,0.8636363636363636,4,21,0,8,0
U2|||One|||NONE,U2,One,Rock,Irlanda,0.7177664530543582,0.99,197,47,347,19,19,200.89473684210526,1,344.0,0.8636363636363636,5,21,0,8,0
U2|||New Year's Day|||NONE,U2,New Year's Day,Rock,Irlanda,0.6530779264209532,0.99,175,25,325,23,64,230.82608695652175,1,295.0,0.92,5,24,0,8,0
Guns N' Roses|||Paradise City|||NONE,Guns N' Roses,Paradise City,Hard rock,Estados Unidos,0.7582705632362727,0.99,197,54,340,15,77,212.33333333333334,1,299.0,0.7894736842105263,2,18,0,8,0
The Verve|||Bitter Sweet Symphony|||NONE,The Verve,Bitter Sweet Symphony,Rock alternativo,Reino Unido,0.7640906454022476,0.99,281,131,431,20,166,321.25,1,300.0,0.9523809523809523,5,20,0,7,0
Green Day|||Basket Case|||NONE,Green Day,Basket Case,Punk rock,Estados Unidos,0.73489025727645,0.99,310,160,460,11,52,302.0,1,326.0,0.5789473684210527,2,18,0,8,0
Peter Gabriel|||Sledgehammer|||NONE,Peter Gabriel,Sledgehammer,Rock progressivo,Reino Unido,0.6734318718179381,0.99,275,125,425,16,46,287.25,1,334.0,0.64,5,24,0,8,0
Foo Fighters|||Times Like These|||NONE,Foo Fighters,Times Like These,Rock,Estados Unidos,0.6820198573014783,0.99,289,139,439,9,54,263.0,1,339.0,1.0,5,8,0,8,0
Guns N' Roses|||Welcome to the Jungle|||NONE,Guns N' Roses,Welcome to the Jungle,Hard rock,Estados Unidos,0.8359870514290941,0.99,118,39,198,16,24,98.5,0,,0.8421052631578947,0,18,0,6,2
Bruce Springsteen|||Born in the U.S.A.|||NONE,Bruce Springsteen,Born in the U.S.A.,Rock,Estados Unidos,0.6994857681966904,0.99,163,13,313,24,69,221.79166666666666,1,287.0,0.96,5,24,0,8,0
The Kinks|||You Really Got Me|||NONE,The Kinks,You Really Got Me,Rock,Reino Unido,0.6975696098894695,0.99,353,203,500,22,56,316.40909090909093,1,375.0,0.88,5,24,0,8,0
Bon Jovi|||You Give Love a Bad Name|||NONE,Bon Jovi,You Give Love a Bad Name,Rock,Estados Unidos,0.8047640121385535,0.99,234,84,384,12,18,194.41666666666666,1,381.0,0.6666666666666666,5,17,0,8,0
The Beatles|||Yesterday|||NONE,The Beatles,Yesterday,Rock,Reino Unido,0.6635809200514129,0.99,203,53,353,19,25,148.26315789473685,1,390.0,0.76,5,24,0,8,0
The Doors|||Break On Through|||NONE,The Doors,Break On Through,Rock psicodélico,Estados Unidos,0.7248459368063397,0.99,276,126,426,16,77,247.1875,1,466.0,0.6666666666666666,2,23,0,8,0
Foo Fighters|||My Hero|||NONE,Foo Fighters,My Hero,Rock,Estados Unidos,0.6938742973476625,0.99,259,109,409,9,39,213.77777777777777,1,496.0,1.0,5,8,0,8,0
Creedence Clearwater Revival|||Have You Ever Seen the Rain?|||NONE,Creedence Clearwater Revival,Have You Ever Seen the Rain?,Swamp rock,Estados Unidos,0.8059357083724198,0.99,147,6,287,24,4,81.66666666666667,0,,0.96,0,24,0,6,1
"David Bowie|||""Heroes""|||NONE",David Bowie,"""Heroes""",Art rock,Reino Unido,0.761245356555514,0.99,185,35,335,20,13,158.75,1,289.0,0.8695652173913043,5,22,0,8,0
Queensrÿche|||Silent Lucidity|||NONE,Queensrÿche,Silent Lucidity,Heavy metal,Estados Unidos,0.7085196174992738,0.99,187,37,337,20,50,223.3,1,286.0,0.9090909090909091,4,21,0,8,0
Iron Maiden|||Wasting Love|||NONE,Iron Maiden,Wasting Love,Heavy metal,Reino Unido,0.7674043548081871,0.99,175,25,325,17,21,151.52941176470588,1,181.0,0.7727272727272727,2,21,0,8,0
Deep Purple|||Highway Star|||NONE,Deep Purple,Highway Star,Hard rock,Reino Unido,0.6801184697354175,0.99,166,16,316,22,11,138.1818181818182,1,216.0,0.88,4,24,0,8,0
Audioslave|||Like a Stone|||NONE,Audioslave,Like a Stone,Rock alternativo,Estados Unidos,0.7885619653714597,0.99,224,74,374,13,63,262.84615384615387,1,185.0,0.7222222222222222,1,17,0,6,0
Kiss|||Forever|||NONE,Kiss,Forever,Hard rock,Estados Unidos,0.7761537521442302,0.99,231,111,351,17,62,164.2941176470588,1,192.0,0.7727272727272727,3,21,0,8,0
U2|||Pride (In the Name of Love)|||NONE,U2,Pride (In the Name of Love),Rock,Irlanda,0.6537160035850416,0.99,245,95,395,20,51,259.65,1,201.0,0.8,5,24,0,8,0
Judas Priest|||Breaking the Law|||NONE,Judas Priest,Breaking the Law,Heavy metal,Reino Unido,0.864340048380781,0.99,176,71,281,17,35,141.8235294117647,1,202.0,0.8947368421052632,5,18,0,8,0
The Smiths|||Ask|||NONE,The Smiths,Ask,Indie pop,Reino Unido,0.6880714458671671,0.99,210,60,360,20,35,239.5,1,203.0,0.9090909090909091,5,21,0,8,0
Iggy Pop|||Candy|||featuring Kate Pierson,Iggy Pop,Candy,Punk rock,Estados Unidos,0.742931637029107,0.99,222,72,372,19,42,208.31578947368422,1,205.0,0.8636363636363636,5,21,0,8,0
Peter Frampton|||Breaking All the Rules|||NONE,Peter Frampton,Breaking All the Rules,Rock,Reino Unido,0.8507493452822646,0.99,163,22,304,23,14,108.73913043478261,1,220.0,0.9583333333333334,5,23,0,8,0
George Harrison|||My Sweet Lord|||NONE,George Harrison,My Sweet Lord,Rock,Reino Unido,0.6937908720918096,0.99,248,136,361,17,70,191.88235294117646,1,284.0,0.68,4,24,0,8,0
Whitesnake|||Love Ain't No Stranger|||NONE,Whitesnake,Love Ain't No Stranger,Hard rock,Reino Unido,0.6630880120221803,0.99,216,66,366,24,38,175.16666666666666,1,224.0,0.96,5,24,0,8,0
Echo & the Bunnymen|||The Killing Moon|||NONE,Echo & the Bunnymen,The Killing Moon,Pós-punk,Reino Unido,0.6824564889270226,0.99,239,89,389,20,55,264.25,1,231.0,0.8333333333333334,5,23,0,8,0
Bon Jovi|||Livin' on a Prayer|||NONE,Bon Jovi,Livin' on a Prayer,Rock,Estados Unidos,0.902063702280734,0.99,186,39,332,17,39,148.1764705882353,1,249.0,1.0,5,16,0,8,0
The Doors|||Gloria|||NONE,The Doors,Gloria,Rock psicodélico,Estados Unidos,0.8036713453509031,0.99,195,45,345,15,42,188.66666666666666,1,253.0,0.6818181818181818,1,21,0,6,0
Whitesnake|||Is This Love|||NONE,Whitesnake,Is This Love,Hard rock,Reino Unido,0.6652966379423375,0.99,196,69,323,24,55,186.83333333333334,1,261.0,1.0,5,23,0,8,0
Motörhead|||Ace of Spades|||NONE,Motörhead,Ace of Spades,Heavy metal,Reino Unido,0.7439337725805061,0.99,161,11,311,17,19,170.1764705882353,1,273.0,0.7083333333333334,5,23,0,8,0
Bad Religion|||American Jesus|||NONE,Bad Religion,American Jesus,Punk rock,Estados Unidos,0.9047807109839112,0.99,239,89,389,17,63,206.64705882352942,1,78.0,0.8947368421052632,5,18,0,8,0
Boston|||More Than a Feeling|||NONE,Boston,More Than a Feeling,Hard rock,Estados Unidos,0.7001632477973132,0.99,196,46,346,21,58,229.23809523809524,1,266.0,0.84,4,24,0,8,0
The Beatles|||Help!|||NONE,The Beatles,Help!,Rock,Reino Unido,0.8221985051789976,0.99,130,32,228,24,1,33.708333333333336,1,73.0,1.0,5,23,0,8,0
Iron Maiden|||The Number of the Beast|||NONE,Iron Maiden,The Number of the Beast,Heavy metal,Reino Unido,0.9133254576808395,0.99,40,1,163,21,1,40.904761904761905,1,21.0,0.875,5,23,0,8,0
Pink Floyd|||Another Brick in the Wall|||NONE,Pink Floyd,Another Brick in the Wall,Rock progressivo,Reino Unido,0.971418419942765,0.99,42,1,87,25,1,23.52,1,11.0,1.0,5,24,0,8,0
AC/DC|||Back in Black|||NONE,AC/DC,Back in Black,Hard rock,Austrália,0.94888777518499,0.99,91,1,204,24,2,37.125,1,12.0,0.96,5,24,0,8,0
Rush|||Tom Sawyer|||NONE,Rush,Tom Sawyer,Rock progressivo,Canadá,0.9322036196758492,0.99,43,1,139,25,5,40.88,1,13.0,1.0,5,24,0,8,0
Guns N' Roses|||Sweet Child O' Mine|||NONE,Guns N' Roses,Sweet Child O' Mine,Hard rock,Estados Unidos,0.8843017397022799,0.99,81,1,199,21,5,66.95238095238095,1,52.0,0.9545454545454546,5,21,0,8,0
Deep Purple|||Smoke on the Water|||NONE,Deep Purple,Smoke on the Water,Hard rock,Reino Unido,0.9290998743994849,0.99,45,1,90,25,1,11.96,1,14.0,1.0,5,24,0,8,0
Creedence Clearwater Revival|||Who'll Stop the Rain|||NONE,Creedence Clearwater Revival,Who'll Stop the Rain,Swamp rock,Estados Unidos,0.7897976252245604,0.99,245,95,395,17,37,223.0,1,38.0,0.68,4,24,0,8,0
Iron Maiden|||Fear of the Dark|||NONE,Iron Maiden,Fear of the Dark,Heavy metal,Reino Unido,0.9844818296056783,0.99,34,1,102,20,4,28.6,1,15.0,0.9523809523809523,5,20,0,8,0
U2|||Sunday Bloody Sunday|||NONE,U2,Sunday Bloody Sunday,Rock,Irlanda,0.8434703223641752,0.99,68,1,201,25,15,68.28,1,17.0,1.0,5,24,0,8,0
Alice in Chains|||Man in the Box|||NONE,Alice in Chains,Man in the Box,Grunge,Estados Unidos,0.9551354376266394,0.99,137,28,246,20,34,110.7,1,46.0,0.9523809523809523,5,20,0,8,0
AC/DC|||Highway to Hell|||NONE,AC/DC,Highway to Hell,Hard rock,Austrália,0.7172213447788967,0.99,99,1,241,23,12,85.1304347826087,1,19.0,0.9583333333333334,5,23,0,8,0
Pearl Jam|||Jeremy|||NONE,Pearl Jam,Jeremy,Grunge,Estados Unidos,0.8305656921739398,0.99,143,1,293,19,33,139.73684210526315,1,44.0,0.8636363636363636,1,21,0,6,0
Metallica|||The Unforgiven|||NONE,Metallica,The Unforgiven,Thrash metal,Estados Unidos,0.902761806530286,0.99,111,1,252,18,15,120.61111111111111,1,20.0,0.8181818181818182,5,21,0,8,0
Queen|||We Are the Champions|||NONE,Queen,We Are the Champions,Rock,Reino Unido,0.8222154860305665,0.99,38,1,166,20,5,61.9,1,22.0,0.8,5,24,0,8,0
Eric Clapton|||Cocaine|||NONE,Eric Clapton,Cocaine,Rock,Reino Unido,0.6695614681202128,0.99,218,68,368,25,8,105.2,1,56.0,1.0,5,24,0,8,0
Alice Cooper|||Poison|||NONE,Alice Cooper,Poison,Hard rock,Estados Unidos,0.9206520610778739,0.99,159,9,309,16,36,169.1875,1,42.0,0.8,1,19,0,6,0
Metallica|||Nothing Else Matters|||NONE,Metallica,Nothing Else Matters,Thrash metal,Estados Unidos,0.9448179659216325,0.99,96,1,243,18,23,121.55555555555556,1,23.0,0.9,5,19,0,8,0
Led Zeppelin|||Kashmir|||NONE,Led Zeppelin,Kashmir,Hard rock,Reino Unido,0.9506741696278626,0.99,32,1,77,25,5,21.56,1,24.0,1.0,5,24,0,8,0
Eagles|||Hotel California|||NONE,Eagles,Hotel California,Country rock,Estados Unidos,0.9250327980996548,0.99,77,5,148,25,6,29.28,1,25.0,1.0,5,24,0,8,0
Pink Floyd|||Wish You Were Here|||NONE,Pink Floyd,Wish You Were Here,Rock progressivo,Reino Unido,0.8417805151137949,0.99,74,1,169,22,4,64.27272727272727,1,26.0,0.9166666666666666,5,23,0,8,0
Dire Straits|||Sultans of Swing|||NONE,Dire Straits,Sultans of Swing,Rock,Reino Unido,0.9009238502438564,0.99,62,15,108,24,6,39.041666666666664,1,28.0,0.96,5,24,0,8,0
Aerosmith|||Dream On|||NONE,Aerosmith,Dream On,Hard rock,Estados Unidos,0.6928782734515384,0.99,55,1,205,21,6,56.42857142857143,1,30.0,0.84,3,24,0,8,0
Nirvana|||Come as You Are|||NONE,Nirvana,Come as You Are,Grunge,Estados Unidos,0.9291394428297108,0.99,138,1,288,19,33,161.52631578947367,1,40.0,0.9047619047619048,5,20,0,8,0
Queen|||Love of My Life|||NONE,Queen,Love of My Life,Rock,Reino Unido,0.7109790343562626,0.99,226,76,376,21,12,124.52380952380952,1,32.0,0.875,5,23,0,8,0
Led Zeppelin|||Immigrant Song|||NONE,Led Zeppelin,Immigrant Song,Hard rock,Reino Unido,0.7961951035424805,0.99,186,36,336,20,17,147.05,1,33.0,0.8,5,24,0,8,0
The Beatles|||Twist and Shout|||NONE,The Beatles,Twist and Shout,Rock,Reino Unido,0.8237370132846782,0.99,157,9,306,18,1,118.0,1,35.0,0.72,3,24,0,8,0
Yes|||Owner of a Lonely Heart|||NONE,Yes,Owner of a Lonely Heart,Rock progressivo,Reino Unido,0.8696475288969894,0.99,183,33,333,25,36,175.84,1,36.0,1.0,5,24,0,8,0
Black Sabbath|||Paranoid|||NONE,Black Sabbath,Paranoid,Heavy metal,Reino Unido,0.7992814365576406,0.99,72,1,222,24,4,56.708333333333336,1,10.0,0.96,5,24,0,8,0
Nirvana|||Smells Like Teen Spirit|||NONE,Nirvana,Smells Like Teen Spirit,Grunge,Estados Unidos,0.8981460520568273,0.99,121,1,271,20,24,122.85,1,50.0,0.9523809523809523,5,20,0,8,0
Survivor|||Eye of the Tiger|||NONE,Survivor,Eye of the Tiger,Rock,Estados Unidos,0.7903383267586683,0.99,239,89,389,20,13,225.05,1,63.0,0.8,5,24,0,8,0
The Cult|||Love Removal Machine|||NONE,The Cult,Love Removal Machine,Hard rock,Reino Unido,0.8227428285910712,0.99,169,19,319,6,59,197.83333333333334,1,59.0,0.3157894736842105,2,18,0,6,0
Janis Joplin|||Mercedes Benz|||NONE,Janis Joplin,Mercedes Benz,Rock psicodélico,Estados Unidos,0.7446943817583553,0.99,316,167,465,23,20,143.43478260869566,1,72.0,0.92,5,24,0,8,0
Queen|||Bohemian Rhapsody|||NONE,Queen,Bohemian Rhapsody,Rock,Reino Unido,0.9694573076501136,0.99,7,1,52,25,1,2.84,1,3.0,1.0,5,24,0,8,0
Van Halen|||Panama|||NONE,Van Halen,Panama,Hard rock,Estados Unidos,0.864083278200158,0.99,207,57,356,23,29,169.43478260869566,1,71.0,0.92,1,24,0,6,0
Aerosmith|||I Don't Want to Miss a Thing|||NONE,Aerosmith,I Don't Want to Miss a Thing,Hard rock,Estados Unidos,0.7973864301195773,0.99,180,30,330,16,69,248.0,1,69.0,0.8421052631578947,1,18,0,6,0
Metallica|||One|||NONE,Metallica,One,Thrash metal,Estados Unidos,0.980910172027594,0.99,41,1,173,19,1,28.68421052631579,1,4.0,0.9047619047619048,5,20,0,8,0
The Jimi Hendrix Experience|||Foxy Lady|||NONE,The Jimi Hendrix Experience,Foxy Lady,Rock psicodélico,Estados Unidos,0.7621660347744138,0.99,238,88,388,20,7,142.65,1,67.0,0.8,4,24,0,8,0
Metallica|||Enter Sandman|||NONE,Metallica,Enter Sandman,Thrash metal,Estados Unidos,0.9594468174739262,0.99,70,1,179,17,3,71.70588235294117,1,66.0,0.8947368421052632,5,18,0,8,0
AC/DC|||T.N.T.|||NONE,AC/DC,T.N.T.,Hard rock,Austrália,0.9334415141625072,0.99,95,1,245,18,5,81.55555555555556,1,5.0,0.9473684210526315,5,18,0,8,0
Bruce Dickinson|||Tears of the Dragon|||NONE,Bruce Dickinson,Tears of the Dragon,Heavy metal,Reino Unido,0.9066962883101232,0.99,133,1,271,20,15,121.9,1,60.0,0.9090909090909091,5,21,0,8,0
Red Hot Chili Peppers|||Give It Away|||NONE,Red Hot Chili Peppers,Give It Away,Rock,Estados Unidos,0.8748032666007388,0.99,205,55,355,16,33,232.4375,1,37.0,0.8421052631578947,2,18,0,8,0
The Rolling Stones|||(I Can't Get No) Satisfaction|||NONE,The Rolling Stones,(I Can't Get No) Satisfaction,Rock,Reino Unido,0.8368734038477392,0.99,100,17,182,25,4,37.2,1,7.0,1.0,5,24,0,8,0
AC/DC|||Thunderstruck|||NONE,AC/DC,Thunderstruck,Hard rock,Austrália,0.8225424849385092,0.99,163,13,313,17,5,152.94117647058823,1,58.0,0.68,5,24,0,8,0
The Beatles|||Hey Jude|||NONE,The Beatles,Hey Jude,Rock,Reino Unido,0.8056095270464266,0.99,98,1,222,20,1,60.2,1,6.0,0.8,4,24,0,8,0
Dio|||Holy Diver|||NONE,Dio,Holy Diver,Heavy metal,Estados Unidos,0.781990149768027,0.9892175394565542,150,1,300,20,22,147.3,1,110.0,0.8333333333333334,1,23,0,6,0
Black Sabbath|||Iron Man|||NONE,Black Sabbath,Iron Man,Heavy metal,Reino Unido,0.6509159525755817,0.9880904160097329,182,32,332,23,10,114.30434782608695,1,132.0,0.92,5,24,0,8,0
Led Zeppelin|||Rock and Roll|||NONE,Led Zeppelin,Rock and Roll,Hard rock,Reino Unido,0.7090006705362767,0.986574433051229,116,50,182,20,10,54.55,1,18.0,0.8,2,24,0,8,0
R.E.M.|||Shiny Happy People|||NONE,R.E.M.,Shiny Happy People,Rock alternativo,Estados Unidos,0.7086863765393936,0.9861370929545662,290,140,440,13,115,376.7692307692308,1,208.0,0.7647058823529411,2,16,0,7,0
Radiohead|||Creep|||NONE,Radiohead,Creep,Rock alternativo,Reino Unido,0.722512786897263,0.9855074413278668,212,62,362,14,60,237.21428571428572,1,227.0,0.6363636363636364,2,21,0,8,0
The Cult|||Revolution|||NONE,The Cult,Revolution,Hard rock,Reino Unido,0.7786731138545209,0.985021489025969,163,13,313,19,31,207.10526315789474,1,31.0,0.7916666666666666,1,23,0,6,0
Fleetwood Mac|||Dreams|||NONE,Fleetwood Mac,Dreams,Rock,Reino Unido,0.672629973319467,0.9847302809396996,232,82,382,12,55,286.3333333333333,1,264.0,0.5454545454545454,5,21,0,8,0
Deep Purple|||Burn|||NONE,Deep Purple,Burn,Hard rock,Reino Unido,0.776587711643397,0.9823834552288973,208,58,358,22,6,108.9090909090909,0,,0.88,0,24,0,6,1
Iron Maiden|||Can I Play with Madness|||NONE,Iron Maiden,Can I Play with Madness,Heavy metal,Reino Unido,0.7836755524804007,0.9814029226446863,157,7,307,9,9,290.55555555555554,1,9.0,0.6923076923076923,1,12,0,6,0
Led Zeppelin|||All My Love|||NONE,Led Zeppelin,All My Love,Hard rock,Reino Unido,0.7747494098157763,0.980058003416957,147,12,282,20,16,150.05,1,105.0,0.8,1,24,0,6,0
Greta Van Fleet|||Highway Tune|||NONE,Greta Van Fleet,Highway Tune,Hard rock,Estados Unidos,0.6445759053257308,0.9784662242844594,280,130,430,7,19,219.0,1,393.0,1.0,5,6,0,8,0
"Roy Orbison and the Candy Men|||Oh, Pretty Woman|||NONE",Roy Orbison and the Candy Men,"Oh, Pretty Woman",Rock and roll,Estados Unidos,0.644095988028266,0.9777377098269076,246,96,396,19,103,280.5263157894737,1,285.0,0.76,5,24,0,7,0
The Rolling Stones|||Start Me Up|||NONE,The Rolling Stones,Start Me Up,Rock,Reino Unido,0.6434118396207664,0.9766991725443234,178,28,328,22,40,186.27272727272728,1,258.0,0.9166666666666666,5,23,0,8,0
The Beatles|||A Hard Day's Night|||NONE,The Beatles,A Hard Day's Night,Rock,Reino Unido,0.7728481310779408,0.9657510245949951,233,83,383,17,21,225.11764705882354,0,,0.68,0,24,0,6,1
AC/DC|||Hells Bells|||NONE,AC/DC,Hells Bells,Hard rock,Austrália,0.7630758773203339,0.9652909848102224,178,34,323,19,15,94.15789473684211,1,403.0,0.7916666666666666,1,23,0,6,0
AC/DC|||Black Ice|||NONE,AC/DC,Black Ice,Hard rock,Austrália,0.7869149874944835,0.9629872159463744,228,78,378,9,39,212.66666666666666,1,254.0,0.5625,1,15,0,6,0
Red Hot Chili Peppers|||By the Way|||NONE,Red Hot Chili Peppers,By the Way,Rock,Estados Unidos,0.7610573027767846,0.9627374880126326,219,69,369,12,64,249.75,1,64.0,0.8,1,14,0,6,0
Greta Van Fleet|||Talk on the Street|||NONE,Greta Van Fleet,Talk on the Street,Hard rock,Estados Unidos,0.7698876941967308,0.9597933254319244,263,134,392,4,100,213.0,1,263.0,0.6666666666666666,1,5,0,6,0
